number,id,state,assignee,user,tags,time,activity
136,23,closed,,6634187,,2019-01-18 13:30:01,close_issue
137,22,closed,,24808980,,2018-12-06 08:47:36,open_issue
137,22,closed,,24808980,,2019-01-08 12:32:18,change_issue
137,22,closed,,24808980,,2019-01-08 12:32:18,close_issue
138,21,closed,,6236151,bug,2018-11-21 09:45:24,open_issue
138,21,closed,,6236151,bug,2019-01-08 13:41:29,change_issue
138,21,closed,,6236151,bug,2019-01-08 13:41:29,close_issue
138,21,closed,,6236151,enhancement,2018-11-21 09:45:24,open_issue
138,21,closed,,6236151,enhancement,2019-01-08 13:41:29,change_issue
138,21,closed,,6236151,enhancement,2019-01-08 13:41:29,close_issue
139,20,closed,,6236151,enhancement,2018-11-21 09:43:18,open_issue
139,20,closed,,6236151,enhancement,2019-01-08 12:32:30,change_issue
139,20,closed,,6236151,enhancement,2019-01-08 12:32:30,close_issue
140,19,closed,,6236151,enhancement,2018-11-21 09:21:08,open_issue
140,19,closed,,6236151,enhancement,2019-01-08 12:32:51,change_issue
140,19,closed,,6236151,enhancement,2019-01-08 12:32:51,close_issue
141,18,closed,,6236151,,2018-11-15 17:36:36,open_issue
141,18,closed,,6236151,,2018-11-15 17:36:44,change_issue
141,18,closed,,6236151,,2018-11-15 17:36:44,close_issue
142,17,closed,41383598,20436775,bug,2018-11-07 17:21:43,open_issue
142,17,closed,41383598,20436775,bug,2018-11-21 09:06:46,change_issue
142,17,closed,41383598,20436775,bug,2018-11-21 09:06:46,close_issue
143,16,closed,41383598,6236151,bug,2018-11-04 10:08:02,open_issue
143,16,closed,41383598,6236151,bug,2018-11-21 09:06:34,change_issue
143,16,closed,41383598,6236151,bug,2018-11-21 09:06:34,close_issue
144,15,closed,,6236151,,2018-11-01 11:09:22,open_issue
144,15,closed,,6236151,,2018-11-01 11:09:37,change_issue
144,15,closed,,6236151,,2018-11-01 11:09:37,close_issue
145,14,closed,41383598,6236151,bug,2018-11-01 10:03:24,open_issue
145,14,closed,41383598,6236151,bug,2018-11-01 11:15:29,change_issue
145,14,closed,41383598,6236151,bug,2018-11-01 11:15:29,close_issue
146,13,closed,,6236151,,2018-11-01 09:38:26,open_issue
146,13,closed,,6236151,,2018-11-01 09:38:54,change_issue
146,13,closed,,6236151,,2018-11-01 09:38:54,close_issue
147,12,closed,,11914009,,2018-10-31 14:26:21,open_issue
147,12,closed,,11914009,,2018-10-31 16:39:11,change_issue
147,12,closed,,11914009,,2018-10-31 16:39:11,close_issue
148,11,closed,6236151,6236151,enhancement,2018-10-31 09:41:20,open_issue
148,11,closed,6236151,6236151,enhancement,2019-01-08 13:41:59,change_issue
148,11,closed,6236151,6236151,enhancement,2019-01-08 13:41:59,close_issue
148,11,closed,13441534,6236151,enhancement,2018-10-31 09:41:20,open_issue
148,11,closed,13441534,6236151,enhancement,2019-01-08 13:41:59,change_issue
148,11,closed,13441534,6236151,enhancement,2019-01-08 13:41:59,close_issue
148,11,closed,41383598,6236151,enhancement,2018-10-31 09:41:20,open_issue
148,11,closed,41383598,6236151,enhancement,2019-01-08 13:41:59,change_issue
148,11,closed,41383598,6236151,enhancement,2019-01-08 13:41:59,close_issue
149,10,closed,41383598,6236151,bug,2018-10-26 08:09:27,open_issue
149,10,closed,41383598,6236151,bug,2018-11-01 09:46:05,change_issue
149,10,closed,41383598,6236151,bug,2018-11-01 09:46:05,close_issue
150,9,closed,,6236151,,2018-10-26 08:07:21,open_issue
150,9,closed,,6236151,,2018-10-26 08:07:37,change_issue
150,9,closed,,6236151,,2018-10-26 08:07:37,close_issue
151,8,closed,,6236151,,2018-10-24 15:10:35,open_issue
151,8,closed,,6236151,,2018-10-24 15:11:26,change_issue
151,8,closed,,6236151,,2018-10-24 15:11:26,close_issue
152,7,closed,6236151,6236151,enhancement,2018-10-03 15:22:57,open_issue
152,7,closed,6236151,6236151,enhancement,2019-10-27 15:01:21,change_issue
152,7,closed,6236151,6236151,enhancement,2019-10-27 15:01:21,close_issue
153,6,closed,6236151,6236151,enhancement,2018-10-03 14:23:48,open_issue
153,6,closed,6236151,6236151,enhancement,2019-10-27 15:01:05,change_issue
153,6,closed,6236151,6236151,enhancement,2019-10-27 15:01:05,close_issue
154,5,closed,6236151,6236151,enhancement,2018-10-02 11:29:54,open_issue
154,5,closed,6236151,6236151,enhancement,2019-01-05 12:03:56,change_issue
154,5,closed,6236151,6236151,enhancement,2019-01-05 12:03:56,close_issue
154,5,closed,13441534,6236151,enhancement,2018-10-02 11:29:54,open_issue
154,5,closed,13441534,6236151,enhancement,2019-01-05 12:03:56,change_issue
154,5,closed,13441534,6236151,enhancement,2019-01-05 12:03:56,close_issue
154,5,closed,41383598,6236151,enhancement,2018-10-02 11:29:54,open_issue
154,5,closed,41383598,6236151,enhancement,2019-01-05 12:03:56,change_issue
154,5,closed,41383598,6236151,enhancement,2019-01-05 12:03:56,close_issue
155,4,closed,,20833897,,2018-09-13 11:49:34,open_issue
155,4,closed,,20833897,,2018-09-14 13:42:41,change_issue
155,4,closed,,20833897,,2018-09-14 13:42:41,close_issue
156,3,closed,,20833897,,2018-09-13 11:42:48,open_issue
156,3,closed,,20833897,,2018-10-02 11:28:04,change_issue
156,3,closed,,20833897,,2018-10-02 11:27:48,close_issue
157,2,closed,,3202998,,2018-09-03 15:29:33,open_issue
157,2,closed,,3202998,,2019-01-20 14:56:21,change_issue
157,2,closed,,3202998,,2018-10-03 14:24:08,close_issue
158,1,closed,41383598,41383598,enhancement,2018-08-24 12:03:19,open_issue
158,1,closed,41383598,41383598,enhancement,2018-10-31 16:33:18,change_issue
158,1,closed,41383598,41383598,enhancement,2018-10-31 16:33:18,close_issue
