number,sha,author_id,author_name,date,files,files_sha
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.statistics.start_activities.common.html,27e3a02bbfdac11f9e92b2fd6be960e99a75184e
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.statistics.start_activities.html,d65b65ff4ba9a113d381ebafedeae5edcc747366
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.statistics.start_activities.pandas.html,bc3d67a908109b6ca68a5baa9324ca1a198190dd
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.statistics.traces.common.html,19c8b0fb29d5cb4922cbf855d175d47c5db9c68c
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.statistics.end_activities.log.html,0e943d2e42f009643f4b8b24f8449e45c5175eca
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.stochastic_petri.html,ecd14869b2a7d05f6badb61fd97bbf2e6b7177c4
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.random_variables.html,e7db3c4165d2bf58c668768d1e7c1b14256fd25c
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.random_variables.normal.html,fc35ab3cc465df2b1483b27fd9647e84626789ca
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.exporter.html,0443519d085f722bd7c0536870fc0f0d3bc61223
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.exporter.parquet.html,1fa02f9ba8fd2775ca89683d9f0633b1633ff089
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.exporter.parquet.versions.html,2b69467ca178d412a715d0de1aaa7123ca3cf245
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.exporter.xes.html,3157bd37a36c200887e42d70517a58e90b971665
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.exporter.xes.util.html,10f2ec027930980bb7b2bbe43124c2b4d062e816
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.exporter.xes.variants.html,3d5b8ee03bdb01f6e3222e535ff2730f3c807124
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.exporter.xes.versions.html,ada87995ba96a4526c820eb64a6faec4fc0a1a3b
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.html,3362f4fee00fd950e4a129cf6d6f525c21fa702a
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.importer.csv.html,d27c6eda26bf9f8336fc0a463e1f79a8d8f0a5ef
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.importer.csv.versions.html,cb7506848cf56bd72f8df0bfc69a5828bb740264
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.importer.html,adb9e06abc95a86c5864a7cb5a5ea84b11d7e416
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.importer.parquet.html,022ccb765695eacd925b5aa5eb61ad87506358a8
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.importer.parquet.versions.html,ba9d3bcd4eb96c8771e09f726c275f414e5d5373
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.importer.xes.html,3c085554d8e3ad8788b376dabaf6722373de675e
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.importer.xes.variants.html,34feeada1d0e5ae6361a1e6979b95754c669f4a7
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.importer.xes.versions.html,c4e4ce6d6fe974eaf784971820e25c73c1c1adf9
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.serialization.html,8bf7c5e1e5037fd3888b453913186e08afbdd29c
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.serialization.versions.html,6e7fb6d317121ceca16ab4b0d277a9bdc6bb584f
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.util.html,5f27890a9cc283c59ac684f1b88775b6bbd6d692
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.petri.common.html,5d4f891052e385c6ee48e15142b5ed833b1730e9
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.petri.exporter.html,57502d2af4010cbf4cf6ffafd2d5e619609bd72e
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.petri.exporter.versions.html,de5d06c03ba6d5e9b1b1804f3562df66e752bd66
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.petri.html,a374796c53b073218464717758bedb868c74e89e
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.petri.importer.html,52c2558918f2b5f15fd6c74ebe57c02ee4b29aec
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.petri.importer.versions.html,680305b5599f1f33201d6f1a5131b4ee212f5119
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.process_tree.html,8292739a211d31c49373afc9d600653883b87bee
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.random_variables.constant0.html,a2d7d53eb49a519ce2baa4822a861b7ccde19c79
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.random_variables.exponential.html,b3d4b5e013ec8bc7bfe2065721b30b6d3821f915
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.statistics.traces.html,920c856211ba3dcd65536d3e9e5d119c380937e9
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.random_variables.uniform.html,d73c0acc2471c5f10d6046275612f06c57b5b22e
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.statistics.traces.log.html,297ab28ee78a0068be2fecaa0c700aab9dd1a0fc
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.statistics.variants.html,e75ee48e4719a1b2deaadefa6799051cba3b545a
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.exporter.csv.versions.html,b69f3ffcfa6638cea94fa6cdc6099645d64ae3a8
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.process_tree.versions.html,27e7ddbb563f2714e8476d4146672c6d51b228ff
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.sna.html,443aa6f1a538194594c1ddb47523bfd35682818c
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.sna.versions.html,45c21bd807ae94a6340cf0bfb2418cbac407eadf
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.transition_system.html,bb26d6ba0afcc4eb9aebba3609954c0f858dbb82
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.transition_system.util.html,3fe36c8f93221541be486b1664c52c2bace6273b
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.transition_system.versions.html,c87e6ed2c79360e60cb2572707a952042397132b
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/py-modindex.html,fcc9064acabbc6835976b5d7e1f1a5f71a298b52
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/search.html,2ddbf8631aeff820dd61ee40607b696346da2abb
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/searchindex.js,884b5d158f2837f8f73b142f1340517d6c468583
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/setup.html,27793f74f974fb064cb8cdf34123e70a1a8adde4
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/source/conf.py,586dbec96c89eb80ed9b6bffdf85246ecb3af0b2
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/tests.html,171d1816917da5e77af2406960854136b1bb860c
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,old_tests/tests/petri_imp_exp_test.py,71361b32a57807cfe54f74a1b3fc0ab2cb31d62d
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.process_tree.html,377face65b63f4745c0bb5d0714cde9d7f7e42b5
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/__init__.py,cdcfaa9674c94ea832f4a82420451036ed7af8c5
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/algo/filtering/pandas/paths/paths_filter.py,f27d55a2cc07600140e3afe35dcf83c951a87831
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/objects/log/exporter/xes/variants/etree_xes_exp.py,ef54a64c4096fbcd4abaee13fd507cad5163c231
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/objects/log/importer/xes/variants/iterparse.py,f0bce11ab3c69fff9fd6dd49eb3f7f3883e97220
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/objects/petri/__init__.py,984805d843421098aeb0fc084f40c3a2f14a1901
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/objects/petri/embed_stochastic_map.py,3b4eccb37e1f933f6243f324c4a4da27a80d7aa7
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/objects/petri/exporter/pnml.py,c39309fe5f587a29fb85f7e4ca0170af497c1a6d
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/objects/petri/exporter/versions/pnml.py,5c7c5a0280ed0b0420d50e6f850f64d5a5b680bf
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/objects/petri/importer/pnml.py,df5ff2295274204be67605985424367312a5a8fb
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/objects/petri/importer/versions/pnml.py,1c18cc22e05c87e7d3497bfca93f73c919e14f20
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/objects/stochastic_petri/ctmc.py,5fe434c6d981326135a0fcf8c5a167711de08c64
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/simulation/playout/simulator.py,34ee68eb8ee2fef95fbd188b079d6d734e3b02b6
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/simulation/playout/versions/basic_playout.py,3f41094c25d4df238f8912fd1141692ef6c59ce5
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/util/constants.py,fa7e4b304d41355c37260d1e6c44e63ccca0e279
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,pm4py/algo/enhancement/comparison/petrinet/element_usage_comparison.py,d0a972d8dfaa11a8f6b131fa4c3cc0a40bb61156
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.petrinet.versions.html,0d83f7f74a0315b64af425ab819b2c6902a0beeb
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.petrinet.variants.html,428c54db343186bad5bdf1cd6bc4593d41756da5
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.petrinet.util.html,09b6a8eb83bebb25dc4fdae68aa6c73b1442bd9b
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.statistics.variants.log.html,7619148ce1913e32baa336592afdc55a81b0e43f
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.statistics.variants.pandas.html,b553f81ca551bf726f94a7d2ee2482f45c0f65b1
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.streaming.algo.conformance.html,e63e76938979f0c61a09b77714d221fb69b7ce5e
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.streaming.algo.discovery.html,6a91cf560925e011a7a20ae2d3e800afdeb72dc0
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.streaming.algo.html,94298a2b917abb96fff90e96da95e4e7bd32a4d2
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.streaming.html,b603b592dc3c3f4a744679cdc2de99b780f74b84
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.streaming.stream.html,b2624652814c40495055732b276b7b184a1cb77c
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.util.dt_parsing.html,ada4a729df1e313690f51c352c071f64a79bd95e
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.util.dt_parsing.versions.html,b3eaca9f4a54272091d1e906efe239077e667760
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.util.html,4cb4ad2413e2120bd5a0e2e89bb9cfc069bd12ab
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.util.lp.html,b92a195ae89f5e879806bdf975c0b0ae1e50c0e6
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.util.lp.util.html,2e4e6509f8831cdfb09f176f6d48e83b0a2f2f3e
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.util.lp.versions.html,bb7c3cd1ff6b4163371b8f92bd58d21a8d74a57c
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.align_table.html,3328a4bf8f800d1122122d06f1c86e509761f1cc
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.align_table.versions.html,ebd130066ac12cea836f98144375025d2eacd7c9
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.common.html,8d12aba05ce7fe5ffe38889f9009d3969a40a184
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.decisiontree.html,c0408c2d9a53ac883587220438f39491066e6f97
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.decisiontree.versions.html,78855395e91d50e23b03e560bd6e02ad8cd1ad4d
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.dfg.html,fa183710f808f54a0e3d7ad1c8031eb1a3d51d1a
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.dfg.variants.html,110d9b515eef8543483507a569438262e7928df7
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.dfg.versions.html,1f1be8792021afef5455c5ddb69b1cdd646325ec
